Season_Number,Guest_Star_Name,Episode_Title
30,Ted Sarandos,"""I'm Dancing as Fat as I Can""[143][144]"
30,Marc Maron,"""The Clown Stays in the Picture""[144]"
30,Guillermo del Toro,"""101 Mitigations""[155]"
30,Wallace Shawn,"""I Want You (She's So Heavy)""[144][156]"
30,Ken Jeong,"""E My Sports""[157]"
30,Natasha Lyonne,"""E My Sports""[158]"
30,David Turley,"""E My Sports"""
30,Awkwafina,"""Bart vs. Itchy & Scratchy""[159][160]"
30,Nicole Byer,"""Bart vs. Itchy & Scratchy""[159][160]"
30,Chelsea Peretti,"""Bart vs. Itchy & Scratchy""[161]"
30,Dave Matthews,"""Girl's in the Band""[159][162]"
30,J. K. Simmons,"""Girl's in the Band""[159][162]"
30,Josh Groban,"""I'm Just a Girl Who Can't Say D'oh""[163]"
30,John Lithgow,"""I'm Just a Girl Who Can't Say D'oh""[159][164]"
30,Jon Lovitz,"""I'm Just a Girl Who Can't Say D'oh""[165][166]"
30,Okilly Dokilly[M],"""I'm Just a Girl Who Can't Say D'oh"""
30,Awkwafina,"""D'oh Canada""[167]"
30,Judy Blume,"""D'oh Canada""[168][169]"
30,Lucas Meyer,"""D'oh Canada""[169]"
30,Ken Burns,"""Woo-Hoo Dunnit?""[159][170]"
30,Will Forte,"""Woo-Hoo Dunnit?""[159][170]"
30,Jackie Mason,"""Woo-Hoo Dunnit?"""
30,Liev Schreiber,"""Woo-Hoo Dunnit?""[171]"
30,Illeana Douglas,"""Crystal Blue-Haired Persuasion""[172]"
30,Werner Herzog,"""Crystal Blue-Haired Persuasion""[172]"
30,Jenny Slate,"""Crystal Blue-Haired Persuasion""[172]"
31,John Mulaney,"""The Winter of Our Monetized Content""[173][174]"
31,Joe Mantegna,"""Go Big or Go Homer""[175]"
31,Michael Rapaport,"""Go Big or Go Homer""[176][177]"
31,Dawnn Lewis,"""The Fat Blue Line""[178]"
31,Joe Mantegna,"""The Fat Blue Line""[178][179]"
31,Jason Momoa,"""The Fat Blue Line""[180][181]"
31,Bob Odenkirk,"""The Fat Blue Line""[182]"
31,Jane Goodall,"""Gorillas on the Mast""[181][183]"
31,Dawnn Lewis,"""Gorillas on the Mast"""
31,Asia Kate Dillon,"""Marge the Lumberjill""[184][185]"
31,Natasha Lyonne,"""Marge the Lumberjill"""
31,Jill Sobule,"""Marge the Lumberjill"""
31,Fortune Feimster,"""Livin La Pura Vida""[184][186]"
31,Charlie Brooker,"""Thanksgiving of Horror""[187]"
31,Glenn Close,"""Todd, Todd, Why Hast Thou Forsaken Me?""[188]"
31,Marcia Wallace[N],"""Todd, Todd, Why Hast Thou Forsaken Me?"""
31,Scott Bakula,"""Bobby, It's Cold Outside""[184][189]"
31,Steve Ballmer,"""Bobby, It's Cold Outside""[189]"
31,Kelsey Grammer,"""Bobby, It's Cold Outside""[189][190]"
31,Donna Reed (archival),"""Bobby, It's Cold Outside"""
31,James Stewart (archival),"""Bobby, It's Cold Outside"""
31,Jon Lovitz,"""Hail to the Teeth""[191][192]"
31,John Legend,"""The Miseducation of Lisa Simpson""[193][194]"
31,Chrissy Teigen,"""The Miseducation of Lisa Simpson""[193][194]"
31,Zach Woods,"""The Miseducation of Lisa Simpson""[195][196]"
31,Beanie Feldstein,"""Frinkcoin"""
31,"Ed ""Too Tall"" Jones","""Frinkcoin""[197]"
31,Jim Parsons,"""Frinkcoin""[184][197]"
31,Kevin Feige,"""Bart the Bad Guy""[198]"
31,Tal Fishman,"""Bart the Bad Guy""[199]"
31,Taran Killam,"""Bart the Bad Guy""[200]"
31,Joe Mantegna,"""Bart the Bad Guy""[201]"
31,Anthony Russo,"""Bart the Bad Guy""[184][187]"
31,Joe Russo,"""Bart the Bad Guy""[184][187]"
31,Cobie Smulders,"""Bart the Bad Guy""[200]"
31,Dana Gould,"""Screenless"""
31,Werner Herzog,"""Screenless""[202]"
31,Dawnn Lewis,"""Screenless"""
31,Dr. Drew Pinsky,"""Screenless""[203]"
31,Dawnn Lewis,"""Highway to Well"""
31,Chelsea Peretti,"""Highway to Well""[204]"
31,Billy Porter,"""Highway to Well""[204]"
31,Kevin Smith,"""Highway to Well""[204][205]"
31,Pete Holmes,"""Warrin' Priests""[206][207]"
31,Pete Holmes,"""Warrin' Priests: Part Two""[208]"
31,Joe Mantegna,"""Warrin' Priests: Part Two"""
31,David Silverman,"""Warrin' Priests: Part Two"""
31,Joey King,"""The Hateful Eight-Year-Olds""[209]"
31,Camila Mendes,"""The Hateful Eight-Year-Olds""[209]"
31,Madelaine Petsch,"""The Hateful Eight-Year-Olds""[209]"
31,Lili Reinhart,"""The Hateful Eight-Year-Olds""[209]"
31,Lilly Singh,"""The Hateful Eight-Year-Olds""[209]"
31,Weezer[O],"""The Hateful Eight-Year-Olds""[209][210]"
31,Cate Blanchett,"""The Way of the Dog""[211]"
31,Suzanne Waters,"""The Way of the Dog"""
31,Michael York,"""The Way of the Dog"""
32,David Harbour,"""Undercover Burns""[211]"
32,Phil Rosenthal,"""Undercover Burns""[212]"
32,Joe Mantegna,"""I, Carumbus""[213]"
32,Michael Palin,"""I, Carumbus""[214][215]"
32,Ben Mankiewicz,"""Treehouse of Horror XXXI""[216]"
32,Olivia Colman,"""The 7 Beer Itch""[217][218]"
32,Robin Atkin Downes,"""The 7 Beer Itch""[219]"
32,Brian George,"""The 7 Beer Itch""[219]"
32,Morgan Fairchild,"""Podcast News""[220]"
32,Christine Nangle,"""Podcast News""[220]"
32,Stellan Skarsgård,"""Podcast News""[220]"
32,Dawnn Lewis,"""Three Dreams Denied"""
32,Ben Platt,"""Three Dreams Denied""[214][221]"
32,Paul Rudd,"""Three Dreams Denied""[221]"
32,Jason Bateman,"""The Road to Cincinnati"""
32,Hannibal Buress,"""The Road to Cincinnati""[214][222]"
32,Christine Nangle,"""Sorry Not Sorry"""
32,Ariana Piknjac,"""Sorry Not Sorry""[223]"
32,Ella Piknjac,"""Sorry Not Sorry""[223]"
1,Marcia Wallace,"""Bart the Genius"""
1,Sam McMurray,"""Homer's Odyssey""[35]"
1,Marcia Wallace,"""Homer's Odyssey"""
1,Miriam Flynn,"""Moaning Lisa"""
1,Ron Taylor,"""Moaning Lisa""[36]"
1,Albert Brooks[B],"""The Call of the Simpsons""[37]"
1,Marcia Wallace,"""The Telltale Head"""
1,Albert Brooks,"""Life on the Fast Lane""[38]"
1,Sam McMurray,"""Homer's Night Out""[39]"
1,Christian Coffinet,"""The Crepes of Wrath"""
1,Kelsey Grammer,"""Krusty Gets Busted""[40]"
1,June Foray,"""Some Enchanted Evening""[41]"
1,Penny Marshall,"""Some Enchanted Evening""[42]"
1,Paul Willson,"""Some Enchanted Evening""[41]"
2,Marcia Wallace,"""Bart Gets an ""F"""""
2,Harvey Fierstein,"""Simpson and Delilah""[43]"
2,James Earl Jones,"""Treehouse of Horror""[44]"
2,Tony Bennett,"""Dancin' Homer""[45]"
2,Daryl Coley,"""Dancin' Homer""[46]"
2,Ken Levine,"""Dancin' Homer""[46]"
2,Tom Poston,"""Dancin' Homer""[45]"
2,Greg Berg,"""Bart vs. Thanksgiving""[47]"
2,Carol Kane,"""Bart vs. Thanksgiving""[48]"
2,Alex Rocco,"""Itchy & Scratchy & Marge""[49]"
2,Phil Hartman,"""Bart Gets Hit by a Car""[50]"
2,Larry King,"""One Fish, Two Fish, Blowfish, Blue Fish""[51]"
2,Joey Miyashima,"""One Fish, Two Fish, Blowfish, Blue Fish""[52]"
2,Sab Shimono,"""One Fish, Two Fish, Blowfish, Blue Fish""[51]"
2,George Takei,"""One Fish, Two Fish, Blowfish, Blue Fish""[51]"
2,Diana Tanaka,"""One Fish, Two Fish, Blowfish, Blue Fish""[52]"
2,Jon Lovitz,"""The Way We Was""[53]"
2,Phil Hartman,"""Homer vs. Lisa and the 8th Commandment""[54][55]"
2,Marcia Wallace,"""Principal Charming"""
2,Danny DeVito,"""Oh Brother, Where Art Thou?""[56]"
2,Tracey Ullman,"""Bart's Dog Gets an F""[57]"
2,Frank Welker,"""Bart's Dog Gets an F""[58]"
2,Phil Hartman,"""Old Money""[59]"
2,Audrey Meadows,"""Old Money""[59]"
2,Marcia Wallace,"""Old Money"""
2,Jon Lovitz,"""Brush with Greatness""[60]"
2,Ringo Starr,"""Brush with Greatness""[60]"
2,Dustin Hoffman[C],"""Lisa's Substitute""[61]"
2,Marcia Wallace,"""Lisa's Substitute"""
2,Cloris Leachman,"""Three Men and a Comic Book""[62]"
2,Daniel Stern,"""Three Men and a Comic Book""[62]"
3,Michael Jackson[D],"""Stark Raving Dad""[63][64]"
3,Kipp Lennon,"""Stark Raving Dad""[22]"
3,Lona Williams,"""Mr. Lisa Goes to Washington""[65]"
3,Neil Patrick Harris,"""Bart the Murderer""[66]"
3,Phil Hartman,"""Bart the Murderer""[67]"
3,Joe Mantegna,"""Bart the Murderer""[66]"
3,Marcia Wallace,"""Bart the Murderer""[66]"
3,Chick Hearn,"""Homer Defined""[68]"
3,Magic Johnson,"""Homer Defined""[68]"
3,Jon Lovitz,"""Homer Defined""[68]"
3,Jackie Mason,"""Like Father, Like Clown""[69]"
3,Marcia Wallace,"""Treehouse of Horror II"""
3,Marcia Wallace,"""Lisa's Pony"""
3,Frank Welker,"""Lisa's Pony""[70]"
3,Phil Hartman,"""Saturdays of Thunder""[71]"
3,Larry McKay,"""Saturdays of Thunder""[72]"
3,Aerosmith[E],"""Flaming Moe's""[73]"
3,Phil Hartman,"""Flaming Moe's""[74]"
3,Kipp Lennon,"""Flaming Moe's"""
3,Marcia Wallace,"""Flaming Moe's"""
3,Phil Hartman,"""Burns Verkaufen der Kraftwerk""[75]"
3,Sting,"""Radio Bart""[76]"
3,Marcia Wallace,"""Radio Bart"""
3,Phil Hartman,"""Lisa the Greek""[77]"
3,Phil Hartman,"""Homer Alone""[78]"
3,Marcia Wallace,"""Bart the Lover"""
3,Wade Boggs,"""Homer at the Bat""[79]"
3,Jose Canseco,"""Homer at the Bat""[79]"
3,Roger Clemens,"""Homer at the Bat""[79]"
3,Terry Cashman,"""Homer at the Bat""[79]"
3,"Ken Griffey, Jr.","""Homer at the Bat""[79]"
3,Don Mattingly,"""Homer at the Bat""[79]"
3,Steve Sax,"""Homer at the Bat""[79]"
3,Mike Scioscia,"""Homer at the Bat""[79]"
3,Ozzie Smith,"""Homer at the Bat""[79]"
3,Darryl Strawberry,"""Homer at the Bat""[79]"
3,Steve Allen,"""Separate Vocations""[80]"
3,Marcia Wallace,"""Separate Vocations"""
3,Frank Welker,"""Dog of Death""[81]"
3,Beverly D'Angelo,"""Colonel Homer""[82]"
3,Kelsey Grammer,"""Black Widower""[83]"
3,Christopher Guest,"""The Otto Show""[84]"
3,Michael McKean,"""The Otto Show""[84]"
3,Phil Hartman,"""Bart's Friend Falls in Love""[85]"
3,Kimmy Robertson,"""Bart's Friend Falls in Love""[86]"
3,Marcia Wallace,"""Bart's Friend Falls in Love"""
3,Danny DeVito,"""Brother, Can You Spare Two Dimes?""[87]"
3,Joe Frazier,"""Brother, Can You Spare Two Dimes?""[87]"
4,Gene Merlino,"""Kamp Krusty"""
4,Marcia Wallace,"""Kamp Krusty"""
4,Phil Hartman,"""A Streetcar Named Marge""[88]"
4,Jon Lovitz,"""A Streetcar Named Marge""[89]"
4,Lona Williams,"""A Streetcar Named Marge""[89]"
4,Bob Hope,"""Lisa the Beauty Queen""[90]"
4,Lona Williams,"""Lisa the Beauty Queen""[90]"
4,Marcia Wallace,"""Treehouse of Horror III"""
4,Neil Armstrong (archival),"""Itchy & Scratchy: The Movie"""
4,Marcia Wallace,"""Itchy & Scratchy: The Movie"""
4,Phil Hartman,"""Marge Gets a Job""[91]"
4,Tom Jones,"""Marge Gets a Job""[92]"
4,Marcia Wallace,"""Marge Gets a Job"""
4,Sara Gilbert,"""New Kid on the Block""[93]"
4,Phil Hartman,"""New Kid on the Block""[94]"
4,Pamela Reed,"""New Kid on the Block""[93]"
4,Phil Hartman,"""Mr. Plow""[95]"
4,Linda Ronstadt,"""Mr. Plow""[96]"
4,Adam West,"""Mr. Plow""[96]"
4,Elizabeth Taylor,"""Lisa's First Word""[97]"
4,Phil Hartman,"""Marge vs. the Monorail""[98]"
4,Leonard Nimoy,"""Marge vs. the Monorail""[98]"
4,Phil Hartman,"""Selma's Choice""[99]"
4,Michele Pillar,"""Selma's Choice"""
4,Phil Hartman,"""Brother from the Same Planet""[100]"
4,Marcia Wallace,"""Brother from the Same Planet"""
4,Michael Carrington,"""I Love Lisa""[70]"
4,Phil Hartman,"""Duffless""[101]"
4,Kipp Lennon,"""Duffless""[101]"
4,Marcia Wallace,"""Duffless""[101]"
4,Joyce Brothers,"""Last Exit to Springfield""[102]"
4,Brooke Shields,"""The Front""[103]"
4,Gene Merlino,"""Whacking Day""[104]"
4,Barry White,"""Whacking Day""[104]"
4,David Crosby,"""Marge in Chains""[105]"
4,Phil Hartman,"""Marge in Chains""[106]"
4,Johnny Carson,"""Krusty Gets Kancelled""[107]"
4,Hugh Hefner,"""Krusty Gets Kancelled""[107]"
4,Bette Midler,"""Krusty Gets Kancelled""[107]"
4,Luke Perry,"""Krusty Gets Kancelled""[107]"
4,Red Hot Chili Peppers[F],"""Krusty Gets Kancelled""[107]"
4,Elizabeth Taylor,"""Krusty Gets Kancelled""[107]"
4,Marcia Wallace,"""Krusty Gets Kancelled""[107]"
4,Barry White,"""Krusty Gets Kancelled""[107]"
5,David Crosby,"""Homer's Barbershop Quartet""[108]"
5,The Dapper Dans[G],"""Homer's Barbershop Quartet""[108]"
5,George Harrison,"""Homer's Barbershop Quartet""[108]"
5,Kelsey Grammer,"""Cape Feare""[109]"
5,Marcia Wallace,"""Cape Feare"""
5,Ramones[H],"""Rosebud""[110]"
5,Phil Hartman,"""Treehouse of Horror IV""[111]"
5,Frank Welker,"""Treehouse of Horror IV""[111]"
5,George Fenneman,"""Marge on the Lam""[112]"
5,Phil Hartman,"""Marge on the Lam""[113]"
5,Pamela Reed,"""Marge on the Lam""[112]"
5,Albert Brooks,"""Bart's Inner Child""[114]"
5,James Brown,"""Bart's Inner Child""[114]"
5,Phil Hartman,"""Bart's Inner Child""[115]"
5,Marcia Wallace,"""Bart's Inner Child"""
5,Ernest Borgnine,"""Boy-Scoutz 'n the Hood""[116]"
5,Marcia Wallace,"""Boy-Scoutz 'n the Hood"""
5,Phil Hartman,"""The Last Temptation of Homer""[117]"
5,Werner Klemperer,"""The Last Temptation of Homer""[118]"
5,Michelle Pfeiffer,"""The Last Temptation of Homer""[118]"
5,Marcia Wallace,"""The Last Temptation of Homer""[118]"
5,Gerry Cooney,"""$pringfield (Or, How I Learned toStop Worrying and Love Legalized Gambling)""[119]"
5,Robert Goulet,"""$pringfield (Or, How I Learned toStop Worrying and Love Legalized Gambling)""[119]"
5,Sam Neill,"""Homer the Vigilante""[120]"
5,Conan O'Brien,"""Bart Gets Famous""[121]"
5,Marcia Wallace,"""Bart Gets Famous"""
5,Michael Carrington,"""Homer and Apu""[70]"
5,James Woods,"""Homer and Apu""[122]"
5,Kathleen Turner,"""Lisa vs. Malibu Stacy""[123]"
5,Buzz Aldrin,"""Deep Space Homer""[124]"
5,James Taylor,"""Deep Space Homer""[124]"
5,Phil Hartman,"""Burns' Heir""[125]"
5,Marcia Wallace,"""Sweet Seymour Skinner's Baadasssss Song"""
5,Frank Welker,"""Sweet Seymour Skinner's Baadasssss Song""[70]"
5,Phil Hartman,"""The Boy Who Knew Too Much""[126]"
5,Marcia Wallace,"""The Boy Who Knew Too Much"""
5,Phil Hartman,"""Lady Bouvier's Lover""[127]"
5,Kipp Lennon,"""Lady Bouvier's Lover""[127]"
5,Phil Hartman,"""Secrets of a Successful Marriage""[128]"
5,Marcia Wallace,"""Secrets of a Successful Marriage"""
6,Winona Ryder,"""Lisa's Rival""[129]"
6,Henry Corden,"""Sideshow Bob Roberts""[130]"
6,Dr. Demento,"""Sideshow Bob Roberts""[131]"
6,Kelsey Grammer,"""Sideshow Bob Roberts""[131]"
6,Phil Hartman,"""Sideshow Bob Roberts""[130]"
6,Larry King,"""Sideshow Bob Roberts""[131]"
6,Marcia Wallace,"""Sideshow Bob Roberts""[131]"
6,James Earl Jones,"""Treehouse of Horror V""[132]"
6,Marcia Wallace,"""Treehouse of Horror V"""
6,Meryl Streep,"""Bart's Girlfriend""[133]"
6,Marcia Wallace,"""Lisa on Ice"""
6,Dennis Franz,"""Homer Badman""[134]"
6,Phil Hartman,"""Grampa vs. Sexual Inadequacy""[135]"
6,Anne Bancroft,"""Fear of Flying""[136]"
6,Ted Danson,"""Fear of Flying""[136]"
6,Woody Harrelson,"""Fear of Flying""[136]"
6,John Ratzenberger,"""Fear of Flying""[136]"
6,Rhea Perlman,"""Fear of Flying""[136]"
6,George Wendt,"""Fear of Flying""[136]"
6,Patrick Stewart,"""Homer the Great""[137]"
6,Dick Cavett,"""Homie the Clown""[138]"
6,Joe Mantegna,"""Homie the Clown""[138]"
6,Johnny Unitas,"""Homie the Clown""[138]"
6,Phil Hartman,"""Bart vs. Australia""[139]"
6,Mel Brooks,"""Homer vs. Patty and Selma""[140]"
6,Susan Sarandon,"""Homer vs. Patty and Selma""[140]"
6,Phil Hartman,"""A Star Is Burns""[141]"
6,Maurice LaMarche,"""A Star Is Burns""[141]"
6,Jon Lovitz,"""A Star Is Burns""[141]"
6,Phil Hartman,"""Lisa's Wedding""[142]"
6,Mandy Patinkin,"""Lisa's Wedding""[143]"
6,Frank Welker,"""Two Dozen and One Greyhounds""[70]"
6,Marcia Wallace,"""The PTA Disbands"""
6,Steve Allen,"""'Round Springfield""[144]"
6,Phil Hartman,"""'Round Springfield""[145]"
6,Ron Taylor,"""'Round Springfield""[144]"
6,Marcia Wallace,"""'Round Springfield""[144]"
6,Phil Hartman,"""The Springfield Connection""[146]"
6,Marcia Wallace,"""The Springfield Connection"""
6,Marcia Wallace,"""Lemon of Troy"""
6,Tito Puente,"""Who Shot Mr. Burns? Part 1""[147]"
7,Tito Puente,"""Who Shot Mr. Burns? Part 2""[148]"
7,Phil Hartman,"""Radioactive Man""[149]"
7,Mickey Rooney,"""Radioactive Man""[150]"
7,Joan Kenley,"""Home Sweet Homediddly-Dum-Doodily""[151]"
7,Marcia Wallace,"""Home Sweet Homediddly-Dum-Doodily"""
7,Frank Welker,"""Home Sweet Homediddly-Dum-Doodily""[70]"
7,Phil Hartman,"""Lisa the Vegetarian""[152]"
7,Linda McCartney,"""Lisa the Vegetarian""[153]"
7,Paul McCartney,"""Lisa the Vegetarian""[153]"
7,Paul Anka,"""Treehouse of Horror VI""[154]"
7,Marcia Wallace,"""Treehouse of Horror VI"""
7,Joan Kenley,"""King-Size Homer""[155]"
7,Glenn Close,"""Mother Simpson""[156]"
7,Harry Morgan,"""Mother Simpson""[156]"
7,R. Lee Ermey,"""Sideshow Bob's Last Gleaming""[157]"
7,Kelsey Grammer,"""Sideshow Bob's Last Gleaming""[157]"
7,Phil Hartman,"""The Simpsons 138th Episode Spectacular""[158][159]"
7,Phil Hartman,"""Marge Be Not Proud""[160]"
7,Lawrence Tierney,"""Marge Be Not Proud""[161]"
7,Marcia Wallace,"""Team Homer"""
7,Tom Kite,"""Scenes from the Class Struggle in Springfield""[162]"
7,Phil Hartman,"""Bart the Fink""[163]"
7,Bob Newhart,"""Bart the Fink""[164]"
7,Phil Hartman,"""Lisa the Iconoclast""[165]"
7,Donald Sutherland,"""Lisa the Iconoclast""[166]"
7,Marcia Wallace,"""Lisa the Iconoclast"""
7,Kirk Douglas,"""The Day the Violence Died""[167]"
7,Phil Hartman,"""The Day the Violence Died""[168]"
7,Alex Rocco,"""The Day the Violence Died""[167]"
7,Jack Sheldon,"""The Day the Violence Died""[167]"
7,Suzanne Somers,"""The Day the Violence Died""[167]"
7,Jeff Goldblum,"""A Fish Called Selma""[169]"
7,Phil Hartman,"""A Fish Called Selma""[169]"
7,Jim Lau,"""Bart on the Road""[170]"
7,Phil Hartman,"""22 Short Films About Springfield""[171]"
7,Marcia Wallace,"""Raging Abe Simpson and His Grumbling Grandson in ""The Curse of the Flying Hellfish"""""
7,Joe Mantegna,"""Much Apu About Nothing""[172]"
7,Cypress Hill[I],"""Homerpalooza""[173]"
7,Peter Frampton,"""Homerpalooza""[173]"
7,The Smashing Pumpkins[J],"""Homerpalooza""[173]"
7,Sonic Youth[K],"""Homerpalooza""[173]"
7,Christina Ricci,"""Summer of 4 Ft. 2""[174]"
7,Marcia Wallace,"""Summer of 4 Ft. 2"""
8,Phil Hartman,"""Treehouse of Horror VII""[175]"
8,Albert Brooks,"""You Only Move Twice""[176]"
8,Sally Stevens,"""You Only Move Twice""[70]"
8,Michael Buffer,"""The Homer They Fall""[177]"
8,Sally Stevens,"""The Homer They Fall""[70]"
8,Paul Winfield,"""The Homer They Fall""[177]"
8,Rodney Dangerfield,"""Burns, Baby Burns""[178]"
8,Jon Lovitz,"""Hurricane Neddy""[179]"
8,Johnny Cash,"""El Viaje Misterioso de Nuestro Jomer(The Mysterious Voyage of Homer)""[180]"
8,Gillian Anderson,"""The Springfield Files""[181]"
8,David Duchovny,"""The Springfield Files""[181]"
8,Leonard Nimoy,"""The Springfield Files""[181]"
8,Joe Mantegna,"""The Twisted World of Marge Simpson""[182]"
8,Jack Lemmon,"""The Twisted World of Marge Simpson""[182]"
8,Marcia Wallace,"""The Twisted World of Marge Simpson""[182]"
8,Phil Hartman,"""The Itchy & Scratchy & Poochie Show""[183]"
8,Alex Rocco,"""The Itchy & Scratchy & Poochie Show""[184]"
8,John Waters,"""Homer's Phobia""[185]"
8,Kelsey Grammer,"""Brother from Another Series""[186]"
8,David Hyde Pierce,"""Brother from Another Series""[187]"
8,Marcia Wallace,"""Brother from Another Series"""
8,Joe Mantegna,"""Homer vs. the Eighteenth Amendment""[188]"
8,Dave Thomas,"""Homer vs. the Eighteenth Amendment""[188]"
8,Michael Dees,"""Grade School Confidential"""
8,Marcia Wallace,"""Grade School Confidential"""
8,Frank Welker,"""The Canine Mutiny""[70]"
8,Bret Hart,"""The Old Man and the Lisa""[189]"
8,Denice Kumagai,"""In Marge We Trust""[190]"
8,Karen Maruyama,"""In Marge We Trust""[190]"
8,Sab Shimono,"""In Marge We Trust""[191]"
8,Gedde Watanabe,"""In Marge We Trust""[190]"
8,Frank Welker,"""In Marge We Trust""[70]"
8,Frank Welker,"""Homer's Enemy""[70]"
8,Tim Conway,"""The Simpsons Spin-Off Showcase""[192]"
8,Phil Hartman,"""The Simpsons Spin-Off Showcase""[193]"
8,Gailard Sartain,"""The Simpsons Spin-Off Showcase""[192]"
8,Willem Dafoe,"""The Secret War of Lisa Simpson""[194]"
8,Marcia Wallace,"""The Secret War of Lisa Simpson"""
9,Michael Dees,"""The City of New York vs. Homer Simpson""[195]"
9,Joan Kenley,"""The City of New York vs. Homer Simpson""[195]"
9,Kipp Lennon,"""The City of New York vs. Homer Simpson"""
9,Martin Sheen,"""The Principal and the Pauper""[196]"
9,Marcia Wallace,"""The Principal and the Pauper"""
9,Fyvush Finkel,"""Lisa's Sax""[197]"
9,Marcia Wallace,"""Treehouse of Horror VIII"""
9,Roy Firestone,"""Bart Star""[198]"
9,Mike Judge,"""Bart Star""[198]"
9,Joe Namath,"""Bart Star""[198]"
9,Jan Hooks,"""The Two Mrs. Nahasapeemapetilons""[199]"
9,Andrea Martin,"""The Two Mrs. Nahasapeemapetilons""[199]"
9,Marcia Wallace,"""The Two Mrs. Nahasapeemapetilons"""
9,Stephen Jay Gould,"""Lisa the Skeptic""[200]"
9,Phil Hartman,"""Lisa the Skeptic""[201]"
9,Marcia Wallace,"""Lisa the Skeptic"""
9,Phil Hartman,"""Realty Bites""[202]"
9,Alex Trebek,"""Miracle on Evergreen Terrace""[203]"
9,Marcia Wallace,"""Miracle on Evergreen Terrace"""
9,Jim Varney,"""Bart Carny""[204]"
9,Marcia Wallace,"""The Joy of Sect"""
9,Phil Hartman,"""Das Bus""[205]"
9,James Earl Jones,"""Das Bus""[206]"
9,Jack Ong,"""Das Bus""[205]"
9,Bruce Baum,"""The Last Temptation of Krust""[207]"
9,Janeane Garofalo,"""The Last Temptation of Krust""[207]"
9,Bobcat Goldthwait,"""The Last Temptation of Krust""[207]"
9,Jay Leno,"""The Last Temptation of Krust""[207]"
9,Marcia Wallace,"""The Last Temptation of Krust""[207]"
9,"Hank Williams, Jr.","""The Last Temptation of Krust""[207]"
9,Steven Wright,"""The Last Temptation of Krust""[207]"
9,Helen Hunt,"""Dumbbell Indemnity""[208]"
9,Marcia Wallace,"""Dumbbell Indemnity"""
9,Phil Hartman,"""Lisa the Simpson""[209]"
9,Phil Hartman,"""This Little Wiggy""[210]"
9,Marcia Wallace,"""This Little Wiggy"""
9,Michael Carrington,"""Simpson Tide""[70]"
9,Bob Denver,"""Simpson Tide""[211]"
9,Rod Steiger,"""Simpson Tide""[211]"
9,Marcia Wallace,"""The Trouble with Trillions"""
9,Paul Winfield,"""The Trouble with Trillions""[212]"
9,Marcia Wallace,"""Girly Edition"""
9,Steve Martin,"""Trash of the Titans""[213]"
9,Paul McGuinness,"""Trash of the Titans""[214]"
9,Susie Smith,"""Trash of the Titans""[214]"
9,U2[L],"""Trash of the Titans""[213]"
9,Marcia Wallace,"""Trash of the Titans"""
9,Brendan Fraser,"""King of the Hill""[215]"
9,Steven Weber,"""King of the Hill""[215]"
9,Marcia Wallace,"""Lost Our Lisa"""
9,Marcia Wallace,"""Natural Born Kissers"""
10,Lisa Kudrow,"""Lard of the Dance""[216]"
10,William Daniels,"""The Wizard of Evergreen Terrace""[217]"
10,Phil Hartman,"""Bart the Mother""[218]"
10,Marcia Wallace,"""Bart the Mother"""
10,Robert Englund,"""Treehouse of Horror IX""[219]"
10,Kathie Lee Gifford,"""Treehouse of Horror IX""[219]"
10,Ed McMahon,"""Treehouse of Horror IX""[219]"
10,Regis Philbin,"""Treehouse of Horror IX""[219]"
10,Jerry Springer,"""Treehouse of Horror IX""[219]"
10,Alec Baldwin,"""When You Dish Upon a Star""[220]"
10,Kim Basinger,"""When You Dish Upon a Star""[220]"
10,Brian Grazer,"""When You Dish Upon a Star""[220]"
10,Ron Howard,"""When You Dish Upon a Star""[220]"
10,George Carlin,"""D'oh-in' in the Wind""[221]"
10,Martin Mull,"""D'oh-in' in the Wind""[221]"
10,Yo La Tengo,"""D'oh-in' in the Wind""[221]"
10,Marcia Wallace,"""Lisa Gets an ""A"""""
10,Mark Hamill,"""Mayored to the Mob""[222][223]"
10,Joe Mantegna,"""Mayored to the Mob""[223]"
10,Dick Tufeld,"""Mayored to the Mob""[223]"
10,Marcia Wallace,"""Mayored to the Mob"""
10,The Moody Blues[M],"""Viva Ned Flanders""[224]"
10,Marcia Wallace,"""Viva Ned Flanders"""
10,Cyndi Lauper,"""Wild Barts Can't Be Broken""[225]"
10,Franklin D. Roosevelt (archival),"""Wild Barts Can't Be Broken"""
10,Marcia Wallace,"""Wild Barts Can't Be Broken"""
10,Troy Aikman,"""Sunday, Cruddy Sunday""[226]"
10,Rosey Grier,"""Sunday, Cruddy Sunday""[226]"
10,John Madden,"""Sunday, Cruddy Sunday""[226]"
10,Dan Marino,"""Sunday, Cruddy Sunday""[226]"
10,Rupert Murdoch,"""Sunday, Cruddy Sunday""[226][227]"
10,Dolly Parton,"""Sunday, Cruddy Sunday""[226]"
10,Pat Summerall,"""Sunday, Cruddy Sunday""[226]"
10,Fred Willard,"""Sunday, Cruddy Sunday""[226]"
10,"Ed Begley, Jr.","""Homer to the Max""[228]"
10,Jan Hooks,"""I'm with Cupid""[229]"
10,Elton John,"""I'm with Cupid""[229]"
10,Marcia Wallace,"""I'm with Cupid"""
10,John Kassir,"""Marge Simpson in: ""Screaming Yellow Honkers""""[70]"
